Symbol,Company Name,Exchange,Sector
LON:0I58,Cummins Inc.,London Stock Exchange,Industrials
LON:0Z62,Keurig Dr Pepper Inc.,London Stock Exchange,Consumer Staples
LON:AXB,Axis Bank Limited,London Stock Exchange,Financials
LON:0BFA,BASF SE,London Stock Exchange,
LON:0JQZ,Kimberly-Clark Corporation,London Stock Exchange,Consumer Staples
LON:0A0D,Alcon Inc.,London Stock Exchange,Healthcare
LON:0LP3,"Verisk Analytics, Inc.",London Stock Exchange,Technology
LON:0I4W,Crown Castle Inc.,London Stock Exchange,Real Estate
LON:0JS2,The Kroger Co.,London Stock Exchange,Consumer Staples
LON:0TIQ,Fair Isaac Corporation,London Stock Exchange,Technology
LON:0OLD,adidas AG,London Stock Exchange,
LON:0R2X,Corning Incorporated,London Stock Exchange,Technology
LON:0KAK,Occidental Petroleum Corporation,London Stock Exchange,Energy
LON:0Z4C,Sika AG,London Stock Exchange,Materials
LON:0A8Y,MSCI Inc.,London Stock Exchange,
LON:CPIC,"China Pacific Insurance (Group) Co., Ltd.",London Stock Exchange,
LON:FERG,Ferguson Enterprises Inc.,London Stock Exchange,Industrials
LON:0J50,Hess Corporation,London Stock Exchange,Energy
LON:0ILW,"Fidelity National Information Services, Inc.",London Stock Exchange,Technology
LON:0LCX,"Take-Two Interactive Software, Inc.",London Stock Exchange,Technology
LON:0AD6,"Diamondback Energy, Inc.",London Stock Exchange,
LON:0J6Y,Société Générale Société anonyme,London Stock Exchange,
LON:0IJN,Exelon Corporation,London Stock Exchange,Utilities
LON:CCEP,Coca-Cola Europacific Partners PLC,London Stock Exchange,Consumer Staples
LON:0P4F,Ford Motor Company,London Stock Exchange,Consumer Discretionary
LON:0J8P,"IDEXX Laboratories, Inc.",London Stock Exchange,Healthcare
LON:0HF7,"AMETEK, Inc.",London Stock Exchange,Industrials
LON:0A3O,"Datadog, Inc.",London Stock Exchange,Technology
LON:0R4Y,"Aena S.M.E., S.A.",London Stock Exchange,
LON:0NMU,Wolters Kluwer N.V.,London Stock Exchange,
LON:0LBF,Vale S.A.,London Stock Exchange,
LON:0O84,DNB Bank ASA,London Stock Exchange,Financials
LON:0I50,Trip.com Group Limited,London Stock Exchange,Consumer Discretionary
LON:0J5T,"Honda Motor Co., Ltd.",London Stock Exchange,
LON:0LK6,Valero Energy Corporation,London Stock Exchange,Energy
LON:WPM,Wheaton Precious Metals Corp.,London Stock Exchange,Materials
LON:0QYD,"Yum! Brands, Inc.",London Stock Exchange,Consumer Discretionary
LON:0QZ5,Cognizant Technology Solutions Corporation,London Stock Exchange,Technology
LON:MHID,Mahindra & Mahindra Limited,London Stock Exchange,Consumer Discretionary
LON:0M1R,Xcel Energy Inc.,London Stock Exchange,Utilities
