Symbol,Company Name,Exchange,Sector
TSX:EFR,Energy Fuels Inc.,Toronto Stock Exchange,Energy
TSX:MAU,Montage Gold Corp.,Toronto Stock Exchange,Materials
TSX:ARIS,Aris Mining Corporation,Toronto Stock Exchange,Materials
TSX:PMZ.UN,Primaris Real Estate Investment Trust,Toronto Stock Exchange,Real Estate
TSXV:SXGC,Southern Cross Gold Consolidated Ltd.,TSX Venture Exchange,Materials
TSX:GOOS,Canada Goose Holdings Inc.,Toronto Stock Exchange,Consumer Discretionary
TSX:SVI,StorageVault Canada Inc.,Toronto Stock Exchange,Real Estate
TSX:BDT,Bird Construction Inc.,Toronto Stock Exchange,Industrials
TSX:BDGI,Badger Infrastructure Solutions Ltd.,Toronto Stock Exchange,Industrials
TSX:JWEL,Jamieson Wellness Inc.,Toronto Stock Exchange,Consumer Staples
NEO:DEFI,DeFi Technologies Inc.,Cboe Canada,Financials
TSX:CEU,CES Energy Solutions Corp.,Toronto Stock Exchange,Energy
TSX:LAS.A,Lassonde Industries Inc.,Toronto Stock Exchange,Consumer Staples
TSX:IE,Ivanhoe Electric Inc.,Toronto Stock Exchange,Materials
TSX:VZLA,Vizsla Silver Corp.,Toronto Stock Exchange,Materials
TSX:PXT,Parex Resources Inc.,Toronto Stock Exchange,Energy
TSX:KEL,Kelt Exploration Ltd.,Toronto Stock Exchange,Energy
TSX:SIS,Savaria Corporation,Toronto Stock Exchange,Industrials
TSX:RUP,Rupert Resources Ltd.,Toronto Stock Exchange,Materials
TSX:LB,Laurentian Bank of Canada,Toronto Stock Exchange,Financials
TSX:PRL,Propel Holdings Inc.,Toronto Stock Exchange,Financials
TSX:EFX,Enerflex Ltd.,Toronto Stock Exchange,Energy
TSX:HPS.A,Hammond Power Solutions Inc.,Toronto Stock Exchange,Industrials
TSX:TKO,Taseko Mines Limited,Toronto Stock Exchange,Materials
TSX:SVM,Silvercorp Metals Inc.,Toronto Stock Exchange,Materials
TSX:ENGH,Enghouse Systems Limited,Toronto Stock Exchange,Technology
TSX:CHE.UN,Chemtrade Logistics Income Fund,Toronto Stock Exchange,Materials
TSX:ALS,Altius Minerals Corporation,Toronto Stock Exchange,Materials
TSX:MTL,Mullen Group Ltd.,Toronto Stock Exchange,Industrials
